value,source,target,sex,year
1.083162,"Venomous animal contact","Spinal cord lesion at neck level","female",1990
.7947754,"Venomous animal contact","Fracture of vertebral column","female",1990
37.29715,"Venomous animal contact","Multiple significant injuries","female",1990
.9146826,"Venomous animal contact","Spinal cord lesion below neck level","female",1990
.6561117,"Venomous animal contact","Fracture of skull","female",1990
4.970374,"Venomous animal contact","Fracture of pelvis","female",1990
.7126129,"Venomous animal contact","Fracture of clavicle, scapula, or humerus","female",1990
.000155,"Venomous animal contact","Amputation of finger (excluding thumb)","female",1990
1.251705,"Venomous animal contact","Fracture of foot bone","female",1990
15.24971,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle","female",1990
2.458075,"Venomous animal contact","Burns with <20% total burned surface area","female",1990
6.22244,"Venomous animal contact","Dislocation of shoulder","female",1990
1.153298,"Venomous animal contact","Injured nerves","female",1990
.1589874,"Venomous animal contact","Dislocation of knee","female",1990
754.5329,"Venomous animal contact","Poisoning","female",1990
1.25312,"Venomous animal contact","Fracture of radius or ulna","female",1990
10.90235,"Venomous animal contact","Fracture of neck of femur","female",1990
.4201373,"Venomous animal contact","Crush injury","female",1990
.004617,"Venomous animal contact","Fracture of sternum or rib(s)","female",1990
.9161787,"Venomous animal contact","Contusion","female",1990
3.919066,"Venomous animal contact","Moderate to severe traumatic brain injury","female",1990
1.582193,"Venomous animal contact","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
2.870894,"Venomous animal contact","Fracture of hand bone","female",1990
2.023407,"Venomous animal contact","Other injuries of muscle & tendon and other dislocations","female",1990
6.00773,"Venomous animal contact","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
.4635505,"Venomous animal contact","Injury to eyes (including foreign body eye)","female",1990
.2455232,"Venomous animal contact","Severe chest Injury","female",1990
41.21227,"Venomous animal contact","Complications of medical treatment","female",1990
45.64295,"Venomous animal contact","Open wound","female",1990
.1638529,"Venomous animal contact","Non-fatal submersion","female",1990
1.539258,"Venomous animal contact","Minor traumatic brain injury","female",1990
.2079195,"Venomous animal contact","Fracture of face bone","female",1990
3.004093,"Venomous animal contact","Fracture of femur, other than femoral neck","female",1990
2.940284,"Drowning","Minor traumatic brain injury","female",1990
3.374205,"Drowning","Fracture of vertebral column","female",1990
3.49092,"Drowning","Fracture of hand bone","female",1990
6.691934,"Drowning","Internal hemorrhage in abdomen or pelvis","female",1990
1.954425,"Drowning","Dislocation of hip","female",1990
83.00279,"Drowning","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
7.248008,"Drowning","Other injuries of muscle & tendon and other dislocations","female",1990
25.64288,"Drowning","Multiple significant injuries","female",1990
.4543746,"Drowning","Injury to eyes (including foreign body eye)","female",1990
.9404284,"Drowning","Contusion","female",1990
2.483184,"Drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
8.12899,"Drowning","Fracture of pelvis","female",1990
.4426982,"Drowning","Fracture of face bone","female",1990
3.17205,"Drowning","Burns with <20% total burned surface area","female",1990
.2486657,"Drowning","Severe chest Injury","female",1990
7.788495,"Drowning","Fracture of foot bone","female",1990
11.74029,"Drowning","Poisoning","female",1990
206.8975,"Drowning","Fracture of neck of femur","female",1990
9.469969,"Drowning","Spinal cord lesion at neck level","female",1990
18.15007,"Drowning","Dislocation of shoulder","female",1990
.0662587,"Drowning","Fracture of skull","female",1990
.0613389,"Drowning","Fracture of sternum or rib(s)","female",1990
14.37934,"Drowning","Moderate to severe traumatic brain injury","female",1990
6.348718,"Drowning","Injured nerves","female",1990
67.62766,"Drowning","Fracture of patella, tibia, fibula, or ankle","female",1990
6.5971,"Drowning","Open wound","female",1990
22.03351,"Drowning","Fracture of femur, other than femoral neck","female",1990
59.86297,"Drowning","Complications of medical treatment","female",1990
.0051286,"Drowning","Amputation of finger (excluding thumb)","female",1990
3.674007,"Drowning","Fracture of clavicle, scapula, or humerus","female",1990
74.98825,"Drowning","Non-fatal submersion","female",1990
.9632095,"Drowning","Crush injury","female",1990
.7896407,"Drowning","Dislocation of knee","female",1990
8.234075,"Drowning","Spinal cord lesion below neck level","female",1990
2.120937,"Drowning","Fracture of radius or ulna","female",1990
143.0416,"Falls","Contusion","female",1990
10.722,"Falls","Burns with <20% total burned surface area","female",1990
386.0993,"Falls","Fracture of radius or ulna","female",1990
6.140101,"Falls","Fracture of face bone","female",1990
23.50283,"Falls","Poisoning","female",1990
112.0795,"Falls","Fracture of hand bone","female",1990
1108.964,"Falls","Fracture of neck of femur","female",1990
104.2034,"Falls","Spinal cord lesion at neck level","female",1990
14.92867,"Falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
71.08466,"Falls","Minor traumatic brain injury","female",1990
411.1096,"Falls","Fracture of vertebral column","female",1990
21.04973,"Falls","Dislocation of hip","female",1990
478.239,"Falls","Moderate to severe traumatic brain injury","female",1990
1729.318,"Falls","Fracture of patella, tibia, fibula, or ankle","female",1990
6.367213,"Falls","Fracture of sternum or rib(s)","female",1990
655.7341,"Falls","Open wound","female",1990
270.6138,"Falls","Complications of medical treatment","female",1990
349.9002,"Falls","Fracture of femur, other than femoral neck","female",1990
119.9919,"Falls","Spinal cord lesion below neck level","female",1990
94.58585,"Falls","Fracture of skull","female",1990
89.26738,"Falls","Other injuries of muscle & tendon and other dislocations","female",1990
1.020738,"Falls","Non-fatal submersion","female",1990
766.2053,"Falls","Multiple significant injuries","female",1990
91.03027,"Falls","Fracture of pelvis","female",1990
63.64961,"Falls","Fracture of clavicle, scapula, or humerus","female",1990
110.1982,"Falls","Dislocation of shoulder","female",1990
49.31206,"Falls","Injured nerves","female",1990
8.668821,"Falls","Injury to eyes (including foreign body eye)","female",1990
14.04986,"Falls","Crush injury","female",1990
13.59716,"Falls","Severe chest Injury","female",1990
77.16843,"Falls","Fracture of foot bone","female",1990
.0431078,"Falls","Amputation of finger (excluding thumb)","female",1990
5.817734,"Falls","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
9.319218,"Falls","Dislocation of knee","female",1990
67.25977,"Falls","Internal hemorrhage in abdomen or pelvis","female",1990
96.44281,"Fire, heat, and hot substances","Multiple significant injuries","female",1990
6.002503,"Fire, heat, and hot substances","Injury to eyes (including foreign body eye)","female",1990
.8737414,"Fire, heat, and hot substances","Dislocation of knee","female",1990
.0163948,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)","female",1990
2.020216,"Fire, heat, and hot substances","Fracture of face bone","female",1990
23.00184,"Fire, heat, and hot substances","Fracture of vertebral column","female",1990
14.04564,"Fire, heat, and hot substances","Fracture of hand bone","female",1990
17.32704,"Fire, heat, and hot substances","Fracture of pelvis","female",1990
435.8618,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis","female",1990
5.05866,"Fire, heat, and hot substances","Crush injury","female",1990
3.882159,"Fire, heat, and hot substances","Spinal cord lesion below neck level","female",1990
6.825341,"Fire, heat, and hot substances","Spinal cord lesion at neck level","female",1990
13.19615,"Fire, heat, and hot substances","Contusion","female",1990
9.679999,"Fire, heat, and hot substances","Minor traumatic brain injury","female",1990
41.08839,"Fire, heat, and hot substances","Dislocation of shoulder","female",1990
76.59364,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
75.0027,"Fire, heat, and hot substances","Fracture of neck of femur","female",1990
3.197602,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus","female",1990
8.851619,"Fire, heat, and hot substances","Injured nerves","female",1990
.5477147,"Fire, heat, and hot substances","Non-fatal submersion","female",1990
4.774745,"Fire, heat, and hot substances","Dislocation of hip","female",1990
16.26978,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations","female",1990
11.52259,"Fire, heat, and hot substances","Fracture of foot bone","female",1990
.2150082,"Fire, heat, and hot substances","Fracture of sternum or rib(s)","female",1990
229.6095,"Fire, heat, and hot substances","Poisoning","female",1990
2.697976,"Fire, heat, and hot substances","Fracture of skull","female",1990
37.77579,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck","female",1990
1160.756,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
231.4337,"Fire, heat, and hot substances","Complications of medical treatment","female",1990
664.1865,"Fire, heat, and hot substances","Burns with <20% total burned surface area","female",1990
96.16113,"Fire, heat, and hot substances","Open wound","female",1990
5.722834,"Fire, heat, and hot substances","Fracture of radius or ulna","female",1990
34.57795,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury","female",1990
1.251163,"Fire, heat, and hot substances","Severe chest Injury","female",1990
88.45118,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle","female",1990
.1789845,"Pulmonary aspiration and foreign body in airway","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
6.361165,"Pulmonary aspiration and foreign body in airway","Complications of medical treatment","female",1990
.8433942,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck","female",1990
.0599141,"Pulmonary aspiration and foreign body in airway","Contusion","female",1990
.3825921,"Pulmonary aspiration and foreign body in airway","Moderate to severe traumatic brain injury","female",1990
15.58672,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur","female",1990
.2183982,"Pulmonary aspiration and foreign body in airway","Severe chest Injury","female",1990
.0240709,"Pulmonary aspiration and foreign body in airway","Dislocation of hip","female",1990
1.220299,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion at neck level","female",1990
1.166022,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations","female",1990
.1381977,"Pulmonary aspiration and foreign body in airway","Burns with <20% total burned surface area","female",1990
.2163648,"Pulmonary aspiration and foreign body in airway","Fracture of pelvis","female",1990
.1107496,"Pulmonary aspiration and foreign body in airway","Injury to eyes (including foreign body eye)","female",1990
.4556526,"Pulmonary aspiration and foreign body in airway","Fracture of vertebral column","female",1990
.1933873,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna","female",1990
2.479897,"Pulmonary aspiration and foreign body in airway","Multiple significant injuries","female",1990
.6815522,"Pulmonary aspiration and foreign body in airway","Internal hemorrhage in abdomen or pelvis","female",1990
.2149046,"Pulmonary aspiration and foreign body in airway","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
2.154095,"Pulmonary aspiration and foreign body in airway","Dislocation of shoulder","female",1990
.2021029,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone","female",1990
.2267072,"Pulmonary aspiration and foreign body in airway","Non-fatal submersion","female",1990
2.19318,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle","female",1990
.0302716,"Pulmonary aspiration and foreign body in airway","Fracture of face bone","female",1990
.2631301,"Pulmonary aspiration and foreign body in airway","Open wound","female",1990
.1050159,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus","female",1990
.3998864,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone","female",1990
6.030132,"Pulmonary aspiration and foreign body in airway","Poisoning","female",1990
.0255796,"Pulmonary aspiration and foreign body in airway","Crush injury","female",1990
.1025863,"Pulmonary aspiration and foreign body in airway","Dislocation of knee","female",1990
.2567895,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury","female",1990
.2012122,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion below neck level","female",1990
.0138199,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)","female",1990
.0474857,"Pulmonary aspiration and foreign body in airway","Fracture of skull","female",1990
.1419204,"Pulmonary aspiration and foreign body in airway","Injured nerves","female",1990
.0030774,"Foreign body in eyes","Fracture of sternum or rib(s)","female",1990
.3677433,"Foreign body in eyes","Contusion","female",1990
4.119141,"Foreign body in eyes","Internal hemorrhage in abdomen or pelvis","female",1990
.0068112,"Foreign body in eyes","Severe chest Injury","female",1990
.4609496,"Foreign body in eyes","Injured nerves","female",1990
.2194185,"Foreign body in eyes","Fracture of pelvis","female",1990
.1985302,"Foreign body in eyes","Fracture of vertebral column","female",1990
6.341173,"Foreign body in eyes","Injury to eyes (including foreign body eye)","female",1990
.6993121,"Foreign body in eyes","Fracture of patella, tibia, fibula, or ankle","female",1990
.032167,"Foreign body in eyes","Fracture of radius or ulna","female",1990
.4203489,"Foreign body in eyes","Spinal cord lesion at neck level","female",1990
.5344487,"Foreign body in eyes","Moderate to severe traumatic brain injury","female",1990
.2387737,"Foreign body in eyes","Fracture of foot bone","female",1990
.1038341,"Foreign body in eyes","Burns with <20% total burned surface area","female",1990
.0205942,"Foreign body in eyes","Fracture of face bone","female",1990
.0121709,"Foreign body in eyes","Dislocation of hip","female",1990
.0354932,"Foreign body in eyes","Dislocation of knee","female",1990
3.883287,"Foreign body in eyes","Spinal cord lesion below neck level","female",1990
28.17669,"Foreign body in eyes","Complications of medical treatment","female",1990
.061595,"Foreign body in eyes","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
.6100838,"Foreign body in eyes","Poisoning","female",1990
.161675,"Foreign body in eyes","Other injuries of muscle & tendon and other dislocations","female",1990
1.715943,"Foreign body in eyes","Open wound","female",1990
.1973164,"Foreign body in eyes","Fracture of skull","female",1990
.071256,"Foreign body in eyes","Fracture of hand bone","female",1990
.0635366,"Foreign body in eyes","Dislocation of shoulder","female",1990
.3445478,"Foreign body in eyes","Fracture of femur, other than femoral neck","female",1990
.0667491,"Foreign body in eyes","Crush injury","female",1990
.2462208,"Foreign body in eyes","Multiple significant injuries","female",1990
.2389814,"Foreign body in eyes","Minor traumatic brain injury","female",1990
.2037787,"Foreign body in eyes","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
.0090591,"Foreign body in eyes","Fracture of clavicle, scapula, or humerus","female",1990
2.861454,"Foreign body in eyes","Fracture of neck of femur","female",1990
21.19487,"Foreign body in other body part","Internal hemorrhage in abdomen or pelvis","female",1990
39.52992,"Foreign body in other body part","Poisoning","female",1990
.0071458,"Foreign body in other body part","Non-fatal submersion","female",1990
.5500364,"Foreign body in other body part","Fracture of skull","female",1990
.244743,"Foreign body in other body part","Spinal cord lesion at neck level","female",1990
.3131634,"Foreign body in other body part","Burns with <20% total burned surface area","female",1990
3.53978,"Foreign body in other body part","Contusion","female",1990
.0039649,"Foreign body in other body part","Dislocation of knee","female",1990
1.133677,"Foreign body in other body part","Injured nerves","female",1990
.0112137,"Foreign body in other body part","Amputation of finger (excluding thumb)","female",1990
12.67172,"Foreign body in other body part","Fracture of neck of femur","female",1990
.0250275,"Foreign body in other body part","Dislocation of hip","female",1990
.1450596,"Foreign body in other body part","Fracture of radius or ulna","female",1990
.5747133,"Foreign body in other body part","Spinal cord lesion below neck level","female",1990
.2277296,"Foreign body in other body part","Fracture of femur, other than femoral neck","female",1990
.1607271,"Foreign body in other body part","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
.8475073,"Foreign body in other body part","Fracture of hand bone","female",1990
.4687519,"Foreign body in other body part","Severe chest Injury","female",1990
.1644618,"Foreign body in other body part","Minor traumatic brain injury","female",1990
.0662384,"Foreign body in other body part","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
.3402728,"Foreign body in other body part","Moderate to severe traumatic brain injury","female",1990
.0010684,"Foreign body in other body part","Fracture of sternum or rib(s)","female",1990
.1102278,"Foreign body in other body part","Dislocation of shoulder","female",1990
.9894991,"Foreign body in other body part","Other injuries of muscle & tendon and other dislocations","female",1990
.853064,"Foreign body in other body part","Fracture of patella, tibia, fibula, or ankle","female",1990
1.389469,"Foreign body in other body part","Multiple significant injuries","female",1990
.169802,"Foreign body in other body part","Fracture of foot bone","female",1990
9.72648,"Foreign body in other body part","Injury to eyes (including foreign body eye)","female",1990
65.44164,"Foreign body in other body part","Open wound","female",1990
.1552624,"Foreign body in other body part","Fracture of pelvis","female",1990
.010543,"Foreign body in other body part","Crush injury","female",1990
.0098418,"Foreign body in other body part","Fracture of clavicle, scapula, or humerus","female",1990
.0302861,"Foreign body in other body part","Fracture of face bone","female",1990
.7632664,"Foreign body in other body part","Fracture of vertebral column","female",1990
12.12133,"Foreign body in other body part","Complications of medical treatment","female",1990
.3017309,"Assault by firearm","Injury to eyes (including foreign body eye)","female",1990
10.02322,"Assault by firearm","Spinal cord lesion below neck level","female",1990
.3101362,"Assault by firearm","Other injuries of muscle & tendon and other dislocations","female",1990
.7333877,"Assault by firearm","Injured nerves","female",1990
3.898722,"Assault by firearm","Spinal cord lesion at neck level","female",1990
5.408263,"Assault by firearm","Internal hemorrhage in abdomen or pelvis","female",1990
.8099633,"Assault by firearm","Minor traumatic brain injury","female",1990
.2775681,"Assault by firearm","Fracture of radius or ulna","female",1990
2.444628,"Assault by firearm","Fracture of femur, other than femoral neck","female",1990
.1527067,"Assault by firearm","Fracture of clavicle, scapula, or humerus","female",1990
2.878177,"Assault by firearm","Fracture of neck of femur","female",1990
.4317875,"Assault by firearm","Severe chest Injury","female",1990
.0131373,"Assault by firearm","Amputation of finger (excluding thumb)","female",1990
.0894152,"Assault by firearm","Crush injury","female",1990
.0386686,"Assault by firearm","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
2.361765,"Assault by firearm","Moderate to severe traumatic brain injury","female",1990
.0985707,"Assault by firearm","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
.032154,"Assault by firearm","Dislocation of knee","female",1990
.9800904,"Assault by firearm","Fracture of hand bone","female",1990
.173662,"Assault by firearm","Burns with <20% total burned surface area","female",1990
1.664181,"Assault by firearm","Fracture of skull","female",1990
15.162,"Assault by firearm","Open wound","female",1990
.035144,"Assault by firearm","Dislocation of hip","female",1990
2.997075,"Assault by firearm","Fracture of pelvis","female",1990
9.02459,"Assault by firearm","Fracture of vertebral column","female",1990
3.916869,"Assault by firearm","Multiple significant injuries","female",1990
.0020104,"Assault by firearm","Fracture of sternum or rib(s)","female",1990
.0886218,"Assault by firearm","Dislocation of shoulder","female",1990
13.1833,"Assault by firearm","Poisoning","female",1990
2.180896,"Assault by firearm","Complications of medical treatment","female",1990
2.191559,"Assault by firearm","Contusion","female",1990
.6650653,"Assault by firearm","Fracture of foot bone","female",1990
.0014095,"Assault by firearm","Non-fatal submersion","female",1990
7.592416,"Assault by firearm","Fracture of patella, tibia, fibula, or ankle","female",1990
.0699488,"Assault by firearm","Fracture of face bone","female",1990
36.77906,"Assault by sharp object","Open wound","female",1990
1.106513,"Assault by sharp object","Fracture of vertebral column","female",1990
1.883446,"Assault by sharp object","Fracture of skull","female",1990
.0268935,"Assault by sharp object","Amputation of finger (excluding thumb)","female",1990
.0549621,"Assault by sharp object","Fracture of face bone","female",1990
.0287307,"Assault by sharp object","Non-fatal submersion","female",1990
.7548253,"Assault by sharp object","Injury to eyes (including foreign body eye)","female",1990
.2669335,"Assault by sharp object","Crush injury","female",1990
2.499825,"Assault by sharp object","Fracture of patella, tibia, fibula, or ankle","female",1990
1.947417,"Assault by sharp object","Moderate to severe traumatic brain injury","female",1990
2.21374,"Assault by sharp object","Other injuries of muscle & tendon and other dislocations","female",1990
11.29383,"Assault by sharp object","Multiple significant injuries","female",1990
.7587789,"Assault by sharp object","Minor traumatic brain injury","female",1990
2.058364,"Assault by sharp object","Contusion","female",1990
.6817394,"Assault by sharp object","Dislocation of shoulder","female",1990
.268269,"Assault by sharp object","Fracture of radius or ulna","female",1990
.3090492,"Assault by sharp object","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
.7861713,"Assault by sharp object","Severe chest Injury","female",1990
1.893259,"Assault by sharp object","Poisoning","female",1990
.1177607,"Assault by sharp object","Dislocation of hip","female",1990
.0176113,"Assault by sharp object","Fracture of sternum or rib(s)","female",1990
2.171108,"Assault by sharp object","Spinal cord lesion at neck level","female",1990
1.13988,"Assault by sharp object","Fracture of hand bone","female",1990
7.789901,"Assault by sharp object","Complications of medical treatment","female",1990
.5751163,"Assault by sharp object","Fracture of foot bone","female",1990
9.066652,"Assault by sharp object","Internal hemorrhage in abdomen or pelvis","female",1990
3.58867,"Assault by sharp object","Fracture of neck of femur","female",1990
.151998,"Assault by sharp object","Fracture of clavicle, scapula, or humerus","female",1990
2.47888,"Assault by sharp object","Injured nerves","female",1990
.4454777,"Assault by sharp object","Burns with <20% total burned surface area","female",1990
.2211666,"Assault by sharp object","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
.4849828,"Assault by sharp object","Fracture of pelvis","female",1990
.0435166,"Assault by sharp object","Dislocation of knee","female",1990
1.126907,"Assault by sharp object","Fracture of femur, other than femoral neck","female",1990
3.053504,"Assault by sharp object","Spinal cord lesion below neck level","female",1990
20.30814,"Assault by other means","Moderate to severe traumatic brain injury","female",1990
1.633488,"Assault by other means","Injury to eyes (including foreign body eye)","female",1990
9.612057,"Assault by other means","Spinal cord lesion below neck level","female",1990
6.815871,"Assault by other means","Fracture of skull","female",1990
.8706438,"Assault by other means","Fracture of clavicle, scapula, or humerus","female",1990
.5074361,"Assault by other means","Crush injury","female",1990
.4392638,"Assault by other means","Dislocation of hip","female",1990
.5578606,"Assault by other means","Severe chest Injury","female",1990
80.4405,"Assault by other means","Open wound","female",1990
.0742106,"Assault by other means","Non-fatal submersion","female",1990
6.168854,"Assault by other means","Burns with <20% total burned surface area","female",1990
4.090046,"Assault by other means","Fracture of pelvis","female",1990
18.24475,"Assault by other means","Fracture of vertebral column","female",1990
74.18614,"Assault by other means","Multiple significant injuries","female",1990
10.50086,"Assault by other means","Internal hemorrhage in abdomen or pelvis","female",1990
.0128769,"Assault by other means","Amputation of finger (excluding thumb)","female",1990
.1296479,"Assault by other means","Dislocation of knee","female",1990
12.8855,"Assault by other means","Fracture of hand bone","female",1990
24.6377,"Assault by other means","Contusion","female",1990
10.61535,"Assault by other means","Fracture of femur, other than femoral neck","female",1990
1.174419,"Assault by other means","Fracture of sternum or rib(s)","female",1990
22.9057,"Assault by other means","Fracture of patella, tibia, fibula, or ankle","female",1990
1.885629,"Assault by other means","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
20.42555,"Assault by other means","Complications of medical treatment","female",1990
6.131185,"Assault by other means","Spinal cord lesion at neck level","female",1990
3.63295,"Assault by other means","Fracture of radius or ulna","female",1990
1.192065,"Assault by other means","Fracture of face bone","female",1990
3.131973,"Assault by other means","Other injuries of muscle & tendon and other dislocations","female",1990
1.50434,"Assault by other means","Fracture of foot bone","female",1990
13.87449,"Assault by other means","Minor traumatic brain injury","female",1990
1.957939,"Assault by other means","Dislocation of shoulder","female",1990
39.98611,"Assault by other means","Fracture of neck of femur","female",1990
8.247672,"Assault by other means","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
43.67105,"Assault by other means","Poisoning","female",1990
2.14938,"Assault by other means","Injured nerves","female",1990
.2533334,"Unintentional firearm injuries","Minor traumatic brain injury","female",1990
3.559576,"Unintentional firearm injuries","Fracture of vertebral column","female",1990
13.4296,"Unintentional firearm injuries","Fracture of neck of femur","female",1990
.100103,"Unintentional firearm injuries","Crush injury","female",1990
4.942132,"Unintentional firearm injuries","Spinal cord lesion at neck level","female",1990
1.34247,"Unintentional firearm injuries","Contusion","female",1990
3.627876,"Unintentional firearm injuries","Fracture of femur, other than femoral neck","female",1990
.069946,"Unintentional firearm injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
.0674905,"Unintentional firearm injuries","Fracture of sternum or rib(s)","female",1990
.0985415,"Unintentional firearm injuries","Fracture of face bone","female",1990
3.260907,"Unintentional firearm injuries","Multiple significant injuries","female",1990
.0823725,"Unintentional firearm injuries","Dislocation of hip","female",1990
.5051692,"Unintentional firearm injuries","Burns with <20% total burned surface area","female",1990
14.70965,"Unintentional firearm injuries","Complications of medical treatment","female",1990
2.304636,"Unintentional firearm injuries","Moderate to severe traumatic brain injury","female",1990
.7202874,"Unintentional firearm injuries","Other injuries of muscle & tendon and other dislocations","female",1990
.3201306,"Unintentional firearm injuries","Severe chest Injury","female",1990
12.76564,"Unintentional firearm injuries","Fracture of patella, tibia, fibula, or ankle","female",1990
.002165,"Unintentional firearm injuries","Non-fatal submersion","female",1990
6.815077,"Unintentional firearm injuries","Internal hemorrhage in abdomen or pelvis","female",1990
10.47819,"Unintentional firearm injuries","Fracture of hand bone","female",1990
1.989487,"Unintentional firearm injuries","Dislocation of shoulder","female",1990
1.325297,"Unintentional firearm injuries","Injury to eyes (including foreign body eye)","female",1990
2.024592,"Unintentional firearm injuries","Fracture of pelvis","female",1990
2.692879,"Unintentional firearm injuries","Poisoning","female",1990
.9903868,"Unintentional firearm injuries","Fracture of skull","female",1990
.0729245,"Unintentional firearm injuries","Amputation of finger (excluding thumb)","female",1990
.0671927,"Unintentional firearm injuries","Dislocation of knee","female",1990
1.846773,"Unintentional firearm injuries","Injured nerves","female",1990
.2613227,"Unintentional firearm injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
30.33242,"Unintentional firearm injuries","Open wound","female",1990
1.070531,"Unintentional firearm injuries","Fracture of radius or ulna","female",1990
.2122077,"Unintentional firearm injuries","Fracture of clavicle, scapula, or humerus","female",1990
1.135714,"Unintentional firearm injuries","Fracture of foot bone","female",1990
5.535108,"Unintentional firearm injuries","Spinal cord lesion below neck level","female",1990
26.11097,"Other exposure to mechanical forces","Fracture of foot bone","female",1990
151.5451,"Other exposure to mechanical forces","Fracture of neck of femur","female",1990
3.118077,"Other exposure to mechanical forces","Fracture of clavicle, scapula, or humerus","female",1990
2.795365,"Other exposure to mechanical forces","Severe chest Injury","female",1990
267.2671,"Other exposure to mechanical forces","Fracture of patella, tibia, fibula, or ankle","female",1990
13.43551,"Other exposure to mechanical forces","Poisoning","female",1990
2.401714,"Other exposure to mechanical forces","Dislocation of hip","female",1990
3.946034,"Other exposure to mechanical forces","Spinal cord lesion below neck level","female",1990
11.24127,"Other exposure to mechanical forces","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",1990
98.59098,"Other exposure to mechanical forces","Internal hemorrhage in abdomen or pelvis","female",1990
17.59282,"Other exposure to mechanical forces","Dislocation of shoulder","female",1990
9.31424,"Other exposure to mechanical forces","Burns with <20% total burned surface area","female",1990
36.51219,"Other exposure to mechanical forces","Injury to eyes (including foreign body eye)","female",1990
483.1059,"Other exposure to mechanical forces","Fracture of hand bone","female",1990
4.696273,"Other exposure to mechanical forces","Amputation of finger (excluding thumb)","female",1990
331.8686,"Other exposure to mechanical forces","Contusion","female",1990
.0120637,"Other exposure to mechanical forces","Non-fatal submersion","female",1990
32.40374,"Other exposure to mechanical forces","Minor traumatic brain injury","female",1990
.9164342,"Other exposure to mechanical forces","Environmental factors (e.g. temperature, pressure, electricity)","female",1990
17.84017,"Other exposure to mechanical forces","Fracture of skull","female",1990
29.32298,"Other exposure to mechanical forces","Fracture of pelvis","female",1990
10.05075,"Other exposure to mechanical forces","Spinal cord lesion at neck level","female",1990
127.3197,"Other exposure to mechanical forces","Fracture of vertebral column","female",1990
11.26605,"Other exposure to mechanical forces","Crush injury","female",1990
30.99059,"Other exposure to mechanical forces","Other injuries of muscle & tendon and other dislocations","female",1990
52.50474,"Other exposure to mechanical forces","Fracture of femur, other than femoral neck","female",1990
85.19367,"Other exposure to mechanical forces","Complications of medical treatment","female",1990
1.836531,"Other exposure to mechanical forces","Dislocation of knee","female",1990
31.81078,"Other exposure to mechanical forces","Moderate to severe traumatic brain injury","female",1990
27.22049,"Other exposure to mechanical forces","Fracture of radius or ulna","female",1990
67.75842,"Other exposure to mechanical forces","Multiple significant injuries","female",1990
1.628043,"Other exposure to mechanical forces","Fracture of sternum or rib(s)","female",1990
27.27073,"Other exposure to mechanical forces","Injured nerves","female",1990
2.347533,"Other exposure to mechanical forces","Fracture of face bone","female",1990
1478.881,"Other exposure to mechanical forces","Open wound","female",1990
7.109328,"Unintentional suffocation","Fracture of patella, tibia, fibula, or ankle","female",1990
